老磊,瘤开,困档,版档,措扁鼻 观 老荤樊
07-12 03:00,何魂,35.1047,129.032,0
07-12 04:00,何魂,35.1047,129.032,0
07-12 05:00,何魂,35.1047,129.032,0
07-12 06:00,何魂,35.1047,129.032,560182
07-12 07:00,何魂,35.1047,129.032,1499706
07-12 08:00,何魂,35.1047,129.032,2407216
07-12 09:00,何魂,35.1047,129.032,3220867
07-12 10:00,何魂,35.1047,129.032,3885211
07-12 11:00,何魂,35.1047,129.032,4354973
07-12 12:00,何魂,35.1047,129.032,4598139
07-12 13:00,何魂,35.1047,129.032,4598139
07-12 14:00,何魂,35.1047,129.032,4354973
07-12 15:00,何魂,35.1047,129.032,3885211
07-12 16:00,何魂,35.1047,129.032,3220867
07-12 17:00,何魂,35.1047,129.032,2407216
07-12 18:00,何魂,35.1047,129.032,1499706
07-12 19:00,何魂,35.1047,129.032,560182
07-12 20:00,何魂,35.1047,129.032,0
07-12 21:00,何魂,35.1047,129.032,0
07-12 22:00,何魂,35.1047,129.032,0
07-12 23:00,何魂,35.1047,129.032,0
07-13 00:00,何魂,35.1047,129.032,0
07-13 01:00,何魂,35.1047,129.032,0
07-13 02:00,何魂,35.1047,129.032,0
07-13 03:00,何魂,35.1047,129.032,0
07-13 04:00,何魂,35.1047,129.032,0
07-13 05:00,何魂,35.1047,129.032,0
07-13 06:00,何魂,35.1047,129.032,553700
07-13 07:00,何魂,35.1047,129.032,1494240
07-13 08:00,何魂,35.1047,129.032,2402731
07-13 09:00,何魂,35.1047,129.032,3217262
07-13 10:00,何魂,35.1047,129.032,3882324
07-13 11:00,何魂,35.1047,129.032,4352594
07-13 12:00,何魂,35.1047,129.032,4596024
07-13 13:00,何魂,35.1047,129.032,4596024
07-13 14:00,何魂,35.1047,129.032,4352594
07-13 15:00,何魂,35.1047,129.032,3882324
07-13 16:00,何魂,35.1047,129.032,3217262
07-13 17:00,何魂,35.1047,129.032,2402731
07-13 18:00,何魂,35.1047,129.032,1494240
07-13 19:00,何魂,35.1047,129.032,553700
07-13 20:00,何魂,35.1047,129.032,0
07-13 21:00,何魂,35.1047,129.032,0
07-13 22:00,何魂,35.1047,129.032,0
07-13 23:00,何魂,35.1047,129.032,0
07-14 00:00,何魂,35.1047,129.032,0
07-14 01:00,何魂,35.1047,129.032,0
07-14 02:00,何魂,35.1047,129.032,0
07-14 03:00,何魂,35.1047,129.032,0
07-14 04:00,何魂,35.1047,129.032,0
07-14 05:00,何魂,35.1047,129.032,0
07-14 06:00,何魂,35.1047,129.032,546919
07-14 07:00,何魂,35.1047,129.032,1488520
07-14 08:00,何魂,35.1047,129.032,2398037
07-14 09:00,何魂,35.1047,129.032,3213487
07-14 10:00,何魂,35.1047,129.032,3879300
07-14 11:00,何魂,35.1047,129.032,4350100
07-14 12:00,何魂,35.1047,129.032,4593804
07-14 13:00,何魂,35.1047,129.032,4593804
07-14 14:00,何魂,35.1047,129.032,4350100
07-14 15:00,何魂,35.1047,129.032,3879300
07-14 16:00,何魂,35.1047,129.032,3213487
07-14 17:00,何魂,35.1047,129.032,2398037
07-14 18:00,何魂,35.1047,129.032,1488520
07-14 19:00,何魂,35.1047,129.032,546919
07-14 20:00,何魂,35.1047,129.032,0
07-14 21:00,何魂,35.1047,129.032,0
07-14 22:00,何魂,35.1047,129.032,0
07-14 23:00,何魂,35.1047,129.032,0
07-15 00:00,何魂,35.1047,129.032,0
07-15 01:00,何魂,35.1047,129.032,0
07-15 02:00,何魂,35.1047,129.032,0
07-15 03:00,何魂,35.1047,129.032,0
07-15 04:00,何魂,35.1047,129.032,0
07-15 05:00,何魂,35.1047,129.032,0
07-15 06:00,何魂,35.1047,129.032,539841
07-15 07:00,何魂,35.1047,129.032,1482548
07-15 08:00,何魂,35.1047,129.032,2393132
07-15 09:00,何魂,35.1047,129.032,3209540
07-15 10:00,何魂,35.1047,129.032,3876135
07-15 11:00,何魂,35.1047,129.032,4347488
07-15 12:00,何魂,35.1047,129.032,4591478
07-15 13:00,何魂,35.1047,129.032,4591478
07-15 14:00,何魂,35.1047,129.032,4347488
07-15 15:00,何魂,35.1047,129.032,3876135
07-15 16:00,何魂,35.1047,129.032,3209540
07-15 17:00,何魂,35.1047,129.032,2393132
07-15 18:00,何魂,35.1047,129.032,1482548
07-15 19:00,何魂,35.1047,129.032,539841
07-15 20:00,何魂,35.1047,129.032,0
07-15 21:00,何魂,35.1047,129.032,0
07-15 22:00,何魂,35.1047,129.032,0
07-15 23:00,何魂,35.1047,129.032,0
07-16 00:00,何魂,35.1047,129.032,0
07-16 01:00,何魂,35.1047,129.032,0
07-16 02:00,何魂,35.1047,129.032,0
07-16 03:00,何魂,35.1047,129.032,0
07-16 04:00,何魂,35.1047,129.032,0
07-16 05:00,何魂,35.1047,129.032,0
07-16 06:00,何魂,35.1047,129.032,532467
07-16 07:00,何魂,35.1047,129.032,1476323
07-16 08:00,何魂,35.1047,129.032,2388018
07-16 09:00,何魂,35.1047,129.032,3205421
07-16 10:00,何魂,35.1047,129.032,3872827
07-16 11:00,何魂,35.1047,129.032,4344755
07-16 12:00,何魂,35.1047,129.032,4589043
07-16 13:00,何魂,35.1047,129.032,4589043
07-16 14:00,何魂,35.1047,129.032,4344755
07-16 15:00,何魂,35.1047,129.032,3872827
07-16 16:00,何魂,35.1047,129.032,3205421
07-16 17:00,何魂,35.1047,129.032,2388018
07-16 18:00,何魂,35.1047,129.032,1476323
07-16 19:00,何魂,35.1047,129.032,532467
07-16 20:00,何魂,35.1047,129.032,0
07-16 21:00,何魂,35.1047,129.032,0
07-16 22:00,何魂,35.1047,129.032,0
07-16 23:00,何魂,35.1047,129.032,0
07-17 00:00,何魂,35.1047,129.032,0
07-17 01:00,何魂,35.1047,129.032,0
07-17 02:00,何魂,35.1047,129.032,0
07-17 03:00,何魂,35.1047,129.032,0
07-17 04:00,何魂,35.1047,129.032,0
07-17 05:00,何魂,35.1047,129.032,0
07-17 06:00,何魂,35.1047,129.032,524801
07-17 07:00,何魂,35.1047,129.032,1469847
07-17 08:00,何魂,35.1047,129.032,2382692
07-17 09:00,何魂,35.1047,129.032,3201126
07-17 10:00,何魂,35.1047,129.032,3869375
07-17 11:00,何魂,35.1047,129.032,4341899
07-17 12:00,何魂,35.1047,129.032,4586495
07-17 13:00,何魂,35.1047,129.032,4586495
07-17 14:00,何魂,35.1047,129.032,4341899
07-17 15:00,何魂,35.1047,129.032,3869375
07-17 16:00,何魂,35.1047,129.032,3201126
07-17 17:00,何魂,35.1047,129.032,2382692
07-17 18:00,何魂,35.1047,129.032,1469847
07-17 19:00,何魂,35.1047,129.032,524801
07-17 20:00,何魂,35.1047,129.032,0
07-17 21:00,何魂,35.1047,129.032,0
07-17 22:00,何魂,35.1047,129.032,0
07-17 23:00,何魂,35.1047,129.032,0
07-18 00:00,何魂,35.1047,129.032,0
07-18 01:00,何魂,35.1047,129.032,0
07-18 02:00,何魂,35.1047,129.032,0
07-18 03:00,何魂,35.1047,129.032,0
07-18 04:00,何魂,35.1047,129.032,0
07-18 05:00,何魂,35.1047,129.032,0
07-18 06:00,何魂,35.1047,129.032,516843
07-18 07:00,何魂,35.1047,129.032,1463121
07-18 08:00,何魂,35.1047,129.032,2377156
07-18 09:00,何魂,35.1047,129.032,3196657
07-18 10:00,何魂,35.1047,129.032,3865776
07-18 11:00,何魂,35.1047,129.032,4338916
07-18 12:00,何魂,35.1047,129.032,4583830
07-18 13:00,何魂,35.1047,129.032,4583830
07-18 14:00,何魂,35.1047,129.032,4338916
07-18 15:00,何魂,35.1047,129.032,3865776
07-18 16:00,何魂,35.1047,129.032,3196657
07-18 17:00,何魂,35.1047,129.032,2377156
07-18 18:00,何魂,35.1047,129.032,1463121
07-18 19:00,何魂,35.1047,129.032,516843
07-18 20:00,何魂,35.1047,129.032,0
07-18 21:00,何魂,35.1047,129.032,0
07-18 22:00,何魂,35.1047,129.032,0
07-18 23:00,何魂,35.1047,129.032,0
07-19 00:00,何魂,35.1047,129.032,0
07-19 01:00,何魂,35.1047,129.032,0
07-19 02:00,何魂,35.1047,129.032,0
07-19 03:00,何魂,35.1047,129.032,0
07-19 04:00,何魂,35.1047,129.032,0
07-19 05:00,何魂,35.1047,129.032,0
07-19 06:00,何魂,35.1047,129.032,508596
07-19 07:00,何魂,35.1047,129.032,1456145
07-19 08:00,何魂,35.1047,129.032,2371408
07-19 09:00,何魂,35.1047,129.032,3192010
07-19 10:00,何魂,35.1047,129.032,3862028
07-19 11:00,何魂,35.1047,129.032,4335803
07-19 12:00,何魂,35.1047,129.032,4581047
07-19 13:00,何魂,35.1047,129.032,4581047
07-19 14:00,何魂,35.1047,129.032,4335803
07-19 15:00,何魂,35.1047,129.032,3862028
07-19 16:00,何魂,35.1047,129.032,3192010
07-19 17:00,何魂,35.1047,129.032,2371408
07-19 18:00,何魂,35.1047,129.032,1456145
07-19 19:00,何魂,35.1047,129.032,508596
07-19 20:00,何魂,35.1047,129.032,0
07-19 21:00,何魂,35.1047,129.032,0
07-19 22:00,何魂,35.1047,129.032,0
07-19 23:00,何魂,35.1047,129.032,0
07-20 00:00,何魂,35.1047,129.032,0
07-20 01:00,何魂,35.1047,129.032,0
07-20 02:00,何魂,35.1047,129.032,0
07-20 03:00,何魂,35.1047,129.032,0
07-20 04:00,何魂,35.1047,129.032,0
07-20 05:00,何魂,35.1047,129.032,0
07-20 06:00,何魂,35.1047,129.032,500063
07-20 07:00,何魂,35.1047,129.032,1448921
07-20 08:00,何魂,35.1047,129.032,2365448
07-20 09:00,何魂,35.1047,129.032,3187184
07-20 10:00,何魂,35.1047,129.032,3858128
07-20 11:00,何魂,35.1047,129.032,4332557
07-20 12:00,何魂,35.1047,129.032,4578140
07-20 13:00,何魂,35.1047,129.032,4578140
07-20 14:00,何魂,35.1047,129.032,4332557
07-20 15:00,何魂,35.1047,129.032,3858128
07-20 16:00,何魂,35.1047,129.032,3187184
07-20 17:00,何魂,35.1047,129.032,2365448
07-20 18:00,何魂,35.1047,129.032,1448921
07-20 19:00,何魂,35.1047,129.032,500063
07-20 20:00,何魂,35.1047,129.032,0
07-20 21:00,何魂,35.1047,129.032,0
07-20 22:00,何魂,35.1047,129.032,0
07-20 23:00,何魂,35.1047,129.032,0
07-21 00:00,何魂,35.1047,129.032,0
07-21 01:00,何魂,35.1047,129.032,0
07-21 02:00,何魂,35.1047,129.032,0
07-21 03:00,何魂,35.1047,129.032,0
07-21 04:00,何魂,35.1047,129.032,0
07-21 05:00,何魂,35.1047,129.032,0
07-21 06:00,何魂,35.1047,129.032,491245
07-21 07:00,何魂,35.1047,129.032,1441450
07-21 08:00,何魂,35.1047,129.032,2359277
07-21 09:00,何魂,35.1047,129.032,3182178
07-21 10:00,何魂,35.1047,129.032,3854074
07-21 11:00,何魂,35.1047,129.032,4329176
07-21 12:00,何魂,35.1047,129.032,4575107
07-21 13:00,何魂,35.1047,129.032,4575107
07-21 14:00,何魂,35.1047,129.032,4329176
07-21 15:00,何魂,35.1047,129.032,3854074
07-21 16:00,何魂,35.1047,129.032,3182178
07-21 17:00,何魂,35.1047,129.032,2359277
07-21 18:00,何魂,35.1047,129.032,1441450
07-21 19:00,何魂,35.1047,129.032,491245
07-21 20:00,何魂,35.1047,129.032,0
07-21 21:00,何魂,35.1047,129.032,0
07-21 22:00,何魂,35.1047,129.032,0
07-21 23:00,何魂,35.1047,129.032,0
07-22 00:00,何魂,35.1047,129.032,0
07-22 01:00,何魂,35.1047,129.032,0
07-22 02:00,何魂,35.1047,129.032,0
07-22 03:00,何魂,35.1047,129.032,0
07-22 04:00,何魂,35.1047,129.032,0
07-22 05:00,何魂,35.1047,129.032,0
07-22 06:00,何魂,35.1047,129.032,482146
07-22 07:00,何魂,35.1047,129.032,1433731
07-22 08:00,何魂,35.1047,129.032,2352893
07-22 09:00,何魂,35.1047,129.032,3176990
07-22 10:00,何魂,35.1047,129.032,3849863
07-22 11:00,何魂,35.1047,129.032,4325656
07-22 12:00,何魂,35.1047,129.032,4571945
07-22 13:00,何魂,35.1047,129.032,4571945
07-22 14:00,何魂,35.1047,129.032,4325656
07-22 15:00,何魂,35.1047,129.032,3849863
07-22 16:00,何魂,35.1047,129.032,3176990
07-22 17:00,何魂,35.1047,129.032,2352893
07-22 18:00,何魂,35.1047,129.032,1433731
07-22 19:00,何魂,35.1047,129.032,482146
07-22 20:00,何魂,35.1047,129.032,0
07-22 21:00,何魂,35.1047,129.032,0
07-22 22:00,何魂,35.1047,129.032,0
07-22 23:00,何魂,35.1047,129.032,0
07-23 00:00,何魂,35.1047,129.032,0
07-23 01:00,何魂,35.1047,129.032,0
07-23 02:00,何魂,35.1047,129.032,0
07-23 03:00,何魂,35.1047,129.032,0
07-23 04:00,何魂,35.1047,129.032,0
07-23 05:00,何魂,35.1047,129.032,0
07-23 06:00,何魂,35.1047,129.032,472767
07-23 07:00,何魂,35.1047,129.032,1425768
07-23 08:00,何魂,35.1047,129.032,2346297
07-23 09:00,何魂,35.1047,129.032,3171620
07-23 10:00,何魂,35.1047,129.032,3845493
07-23 11:00,何魂,35.1047,129.032,4321994
07-23 12:00,何魂,35.1047,129.032,4568649
07-23 13:00,何魂,35.1047,129.032,4568649
07-23 14:00,何魂,35.1047,129.032,4321994
07-23 15:00,何魂,35.1047,129.032,3845493
07-23 16:00,何魂,35.1047,129.032,3171620
07-23 17:00,何魂,35.1047,129.032,2346297
07-23 18:00,何魂,35.1047,129.032,1425768
07-23 19:00,何魂,35.1047,129.032,472767
07-23 20:00,何魂,35.1047,129.032,0
07-23 21:00,何魂,35.1047,129.032,0
07-23 22:00,何魂,35.1047,129.032,0
07-23 23:00,何魂,35.1047,129.032,0
07-24 00:00,何魂,35.1047,129.032,0
07-24 01:00,何魂,35.1047,129.032,0
07-24 02:00,何魂,35.1047,129.032,0
07-24 03:00,何魂,35.1047,129.032,0
07-24 04:00,何魂,35.1047,129.032,0
07-24 05:00,何魂,35.1047,129.032,0
07-24 06:00,何魂,35.1047,129.032,463111
07-24 07:00,何魂,35.1047,129.032,1417560
07-24 08:00,何魂,35.1047,129.032,2339487
07-24 09:00,何魂,35.1047,129.032,3166064
07-24 10:00,何魂,35.1047,129.032,3840962
07-24 11:00,何魂,35.1047,129.032,4318186
07-24 12:00,何魂,35.1047,129.032,4565216
07-24 13:00,何魂,35.1047,129.032,4565216
07-24 14:00,何魂,35.1047,129.032,4318186
07-24 15:00,何魂,35.1047,129.032,3840962
07-24 16:00,何魂,35.1047,129.032,3166064
07-24 17:00,何魂,35.1047,129.032,2339487
07-24 18:00,何魂,35.1047,129.032,1417560
07-24 19:00,何魂,35.1047,129.032,463111
07-24 20:00,何魂,35.1047,129.032,0
07-24 21:00,何魂,35.1047,129.032,0
07-24 22:00,何魂,35.1047,129.032,0
07-24 23:00,何魂,35.1047,129.032,0
07-25 00:00,何魂,35.1047,129.032,0
07-25 01:00,何魂,35.1047,129.032,0
07-25 02:00,何魂,35.1047,129.032,0
07-25 03:00,何魂,35.1047,129.032,0
07-25 04:00,何魂,35.1047,129.032,0
07-25 05:00,何魂,35.1047,129.032,0
07-25 06:00,何魂,35.1047,129.032,453182
07-25 07:00,何魂,35.1047,129.032,1409110
07-25 08:00,何魂,35.1047,129.032,2332465
07-25 09:00,何魂,35.1047,129.032,3160323
07-25 10:00,何魂,35.1047,129.032,3836266
07-25 11:00,何魂,35.1047,129.032,4314230
07-25 12:00,何魂,35.1047,129.032,4561642
07-25 13:00,何魂,35.1047,129.032,4561642
07-25 14:00,何魂,35.1047,129.032,4314230
07-25 15:00,何魂,35.1047,129.032,3836266
07-25 16:00,何魂,35.1047,129.032,3160323
07-25 17:00,何魂,35.1047,129.032,2332465
07-25 18:00,何魂,35.1047,129.032,1409110
07-25 19:00,何魂,35.1047,129.032,453182
07-25 20:00,何魂,35.1047,129.032,0
07-25 21:00,何魂,35.1047,129.032,0
07-25 22:00,何魂,35.1047,129.032,0
07-25 23:00,何魂,35.1047,129.032,0
07-26 00:00,何魂,35.1047,129.032,0
07-26 01:00,何魂,35.1047,129.032,0
07-26 02:00,何魂,35.1047,129.032,0
07-26 03:00,何魂,35.1047,129.032,0
07-26 04:00,何魂,35.1047,129.032,0
07-26 05:00,何魂,35.1047,129.032,0
07-26 06:00,何魂,35.1047,129.032,442981
07-26 07:00,何魂,35.1047,129.032,1400417
07-26 08:00,何魂,35.1047,129.032,2325230
07-26 09:00,何魂,35.1047,129.032,3154394
07-26 10:00,何魂,35.1047,129.032,3831403
07-26 11:00,何魂,35.1047,129.032,4310122
07-26 12:00,何魂,35.1047,129.032,4557924
07-26 13:00,何魂,35.1047,129.032,4557924
07-26 14:00,何魂,35.1047,129.032,4310122
07-26 15:00,何魂,35.1047,129.032,3831403
07-26 16:00,何魂,35.1047,129.032,3154394
07-26 17:00,何魂,35.1047,129.032,2325230
07-26 18:00,何魂,35.1047,129.032,1400417
07-26 19:00,何魂,35.1047,129.032,442981
07-26 20:00,何魂,35.1047,129.032,0
07-26 21:00,何魂,35.1047,129.032,0
07-26 22:00,何魂,35.1047,129.032,0
07-26 23:00,何魂,35.1047,129.032,0
07-27 00:00,何魂,35.1047,129.032,0
07-27 01:00,何魂,35.1047,129.032,0
07-27 02:00,何魂,35.1047,129.032,0
07-27 03:00,何魂,35.1047,129.032,0
07-27 04:00,何魂,35.1047,129.032,0
07-27 05:00,何魂,35.1047,129.032,0
07-27 06:00,何魂,35.1047,129.032,432511
07-27 07:00,何魂,35.1047,129.032,1391484
07-27 08:00,何魂,35.1047,129.032,2317781
07-27 09:00,何魂,35.1047,129.032,3148275
07-27 10:00,何魂,35.1047,129.032,3826371
07-27 11:00,何魂,35.1047,129.032,4305858
07-27 12:00,何魂,35.1047,129.032,4554058
07-27 13:00,何魂,35.1047,129.032,4554058
07-27 14:00,何魂,35.1047,129.032,4305858
07-27 15:00,何魂,35.1047,129.032,3826371
07-27 16:00,何魂,35.1047,129.032,3148275
07-27 17:00,何魂,35.1047,129.032,2317781
07-27 18:00,何魂,35.1047,129.032,1391484
07-27 19:00,何魂,35.1047,129.032,432511
07-27 20:00,何魂,35.1047,129.032,0
07-27 21:00,何魂,35.1047,129.032,0
07-27 22:00,何魂,35.1047,129.032,0
07-27 23:00,何魂,35.1047,129.032,0
07-28 00:00,何魂,35.1047,129.032,0
07-28 01:00,何魂,35.1047,129.032,0
07-28 02:00,何魂,35.1047,129.032,0
07-28 03:00,何魂,35.1047,129.032,0
07-28 04:00,何魂,35.1047,129.032,0
07-28 05:00,何魂,35.1047,129.032,0
07-28 06:00,何魂,35.1047,129.032,421776
07-28 07:00,何魂,35.1047,129.032,1382312
07-28 08:00,何魂,35.1047,129.032,2310118
07-28 09:00,何魂,35.1047,129.032,3141966
07-28 10:00,何魂,35.1047,129.032,3821168
07-28 11:00,何魂,35.1047,129.032,4301435
07-28 12:00,何魂,35.1047,129.032,4550040
07-28 13:00,何魂,35.1047,129.032,4550040
07-28 14:00,何魂,35.1047,129.032,4301435
07-28 15:00,何魂,35.1047,129.032,3821168
07-28 16:00,何魂,35.1047,129.032,3141966
07-28 17:00,何魂,35.1047,129.032,2310118
07-28 18:00,何魂,35.1047,129.032,1382312
07-28 19:00,何魂,35.1047,129.032,421776
07-28 20:00,何魂,35.1047,129.032,0
07-28 21:00,何魂,35.1047,129.032,0
07-28 22:00,何魂,35.1047,129.032,0
07-28 23:00,何魂,35.1047,129.032,0
07-29 00:00,何魂,35.1047,129.032,0
07-29 01:00,何魂,35.1047,129.032,0
07-29 02:00,何魂,35.1047,129.032,0
07-29 03:00,何魂,35.1047,129.032,0
07-29 04:00,何魂,35.1047,129.032,0
07-29 05:00,何魂,35.1047,129.032,0
07-29 06:00,何魂,35.1047,129.032,410778
07-29 07:00,何魂,35.1047,129.032,1372901
07-29 08:00,何魂,35.1047,129.032,2302242
07-29 09:00,何魂,35.1047,129.032,3135465
07-29 10:00,何魂,35.1047,129.032,3815789
07-29 11:00,何魂,35.1047,129.032,4296851
07-29 12:00,何魂,35.1047,129.032,4545867
07-29 13:00,何魂,35.1047,129.032,4545867
07-29 14:00,何魂,35.1047,129.032,4296851
07-29 15:00,何魂,35.1047,129.032,3815789
07-29 16:00,何魂,35.1047,129.032,3135465
07-29 17:00,何魂,35.1047,129.032,2302242
07-29 18:00,何魂,35.1047,129.032,1372901
07-29 19:00,何魂,35.1047,129.032,410778
07-29 20:00,何魂,35.1047,129.032,0
07-29 21:00,何魂,35.1047,129.032,0
07-29 22:00,何魂,35.1047,129.032,0
07-29 23:00,何魂,35.1047,129.032,0
07-30 00:00,何魂,35.1047,129.032,0
07-30 01:00,何魂,35.1047,129.032,0
07-30 02:00,何魂,35.1047,129.032,0
07-30 03:00,何魂,35.1047,129.032,0
07-30 04:00,何魂,35.1047,129.032,0
07-30 05:00,何魂,35.1047,129.032,0
07-30 06:00,何魂,35.1047,129.032,399520
07-30 07:00,何魂,35.1047,129.032,1363255
07-30 08:00,何魂,35.1047,129.032,2294151
07-30 09:00,何魂,35.1047,129.032,3128770
07-30 10:00,何魂,35.1047,129.032,3810234
07-30 11:00,何魂,35.1047,129.032,4292101
07-30 12:00,何魂,35.1047,129.032,4541534
07-30 13:00,何魂,35.1047,129.032,4541534
07-30 14:00,何魂,35.1047,129.032,4292101
07-30 15:00,何魂,35.1047,129.032,3810234
07-30 16:00,何魂,35.1047,129.032,3128770
07-30 17:00,何魂,35.1047,129.032,2294151
07-30 18:00,何魂,35.1047,129.032,1363255
07-30 19:00,何魂,35.1047,129.032,399520
07-30 20:00,何魂,35.1047,129.032,0
07-30 21:00,何魂,35.1047,129.032,0
07-30 22:00,何魂,35.1047,129.032,0
07-30 23:00,何魂,35.1047,129.032,0
07-31 00:00,何魂,35.1047,129.032,0
07-31 01:00,何魂,35.1047,129.032,0
07-31 02:00,何魂,35.1047,129.032,0
07-31 03:00,何魂,35.1047,129.032,0
07-31 04:00,何魂,35.1047,129.032,0
07-31 05:00,何魂,35.1047,129.032,0
07-31 06:00,何魂,35.1047,129.032,388005
07-31 07:00,何魂,35.1047,129.032,1353373
07-31 08:00,何魂,35.1047,129.032,2285847
07-31 09:00,何魂,35.1047,129.032,3121881
07-31 10:00,何魂,35.1047,129.032,3804499
07-31 11:00,何魂,35.1047,129.032,4287183
07-31 12:00,何魂,35.1047,129.032,4537039
07-31 13:00,何魂,35.1047,129.032,4537039
07-31 14:00,何魂,35.1047,129.032,4287183
07-31 15:00,何魂,35.1047,129.032,3804499
07-31 16:00,何魂,35.1047,129.032,3121881
07-31 17:00,何魂,35.1047,129.032,2285847
07-31 18:00,何魂,35.1047,129.032,1353373
07-31 19:00,何魂,35.1047,129.032,388005
07-31 20:00,何魂,35.1047,129.032,0
07-31 21:00,何魂,35.1047,129.032,0
07-31 22:00,何魂,35.1047,129.032,0
07-31 23:00,何魂,35.1047,129.032,0
08-01 00:00,何魂,35.1047,129.032,0
08-01 01:00,何魂,35.1047,129.032,0
08-01 02:00,何魂,35.1047,129.032,0
08-01 03:00,何魂,35.1047,129.032,0
08-01 04:00,何魂,35.1047,129.032,0
08-01 05:00,何魂,35.1047,129.032,0
08-01 06:00,何魂,35.1047,129.032,376237
08-01 07:00,何魂,35.1047,129.032,1343258
08-01 08:00,何魂,35.1047,129.032,2277329
08-01 09:00,何魂,35.1047,129.032,3114794
08-01 10:00,何魂,35.1047,129.032,3798582
08-01 11:00,何魂,35.1047,129.032,4282093
08-01 12:00,何魂,35.1047,129.032,4532376
08-01 13:00,何魂,35.1047,129.032,4532376
08-01 14:00,何魂,35.1047,129.032,4282093
08-01 15:00,何魂,35.1047,129.032,3798582
08-01 16:00,何魂,35.1047,129.032,3114794
08-01 17:00,何魂,35.1047,129.032,2277329
08-01 18:00,何魂,35.1047,129.032,1343258
08-01 19:00,何魂,35.1047,129.032,376237
08-01 20:00,何魂,35.1047,129.032,0
08-01 21:00,何魂,35.1047,129.032,0
08-01 22:00,何魂,35.1047,129.032,0
08-01 23:00,何魂,35.1047,129.032,0
08-02 00:00,何魂,35.1047,129.032,0
08-02 01:00,何魂,35.1047,129.032,0
08-02 02:00,何魂,35.1047,129.032,0
08-02 03:00,何魂,35.1047,129.032,0
08-02 04:00,何魂,35.1047,129.032,0
08-02 05:00,何魂,35.1047,129.032,0
08-02 06:00,何魂,35.1047,129.032,364218
08-02 07:00,何魂,35.1047,129.032,1332911
08-02 08:00,何魂,35.1047,129.032,2268597
08-02 09:00,何魂,35.1047,129.032,3107510
08-02 10:00,何魂,35.1047,129.032,3792480
08-02 11:00,何魂,35.1047,129.032,4276827
08-02 12:00,何魂,35.1047,129.032,4527543
08-02 13:00,何魂,35.1047,129.032,4527543
08-02 14:00,何魂,35.1047,129.032,4276827
08-02 15:00,何魂,35.1047,129.032,3792480
08-02 16:00,何魂,35.1047,129.032,3107510
08-02 17:00,何魂,35.1047,129.032,2268597
08-02 18:00,何魂,35.1047,129.032,1332911
08-02 19:00,何魂,35.1047,129.032,364218
08-02 20:00,何魂,35.1047,129.032,0
08-02 21:00,何魂,35.1047,129.032,0
08-02 22:00,何魂,35.1047,129.032,0
08-02 23:00,何魂,35.1047,129.032,0
08-03 00:00,何魂,35.1047,129.032,0
08-03 01:00,何魂,35.1047,129.032,0
08-03 02:00,何魂,35.1047,129.032,0
08-03 03:00,何魂,35.1047,129.032,0
08-03 04:00,何魂,35.1047,129.032,0
08-03 05:00,何魂,35.1047,129.032,0
08-03 06:00,何魂,35.1047,129.032,351951
08-03 07:00,何魂,35.1047,129.032,1322334
08-03 08:00,何魂,35.1047,129.032,2259651
08-03 09:00,何魂,35.1047,129.032,3100027
08-03 10:00,何魂,35.1047,129.032,3786191
08-03 11:00,何魂,35.1047,129.032,4271383
08-03 12:00,何魂,35.1047,129.032,4522536
08-03 13:00,何魂,35.1047,129.032,4522536
08-03 14:00,何魂,35.1047,129.032,4271383
08-03 15:00,何魂,35.1047,129.032,3786191
08-03 16:00,何魂,35.1047,129.032,3100027
08-03 17:00,何魂,35.1047,129.032,2259651
08-03 18:00,何魂,35.1047,129.032,1322334
08-03 19:00,何魂,35.1047,129.032,351951
08-03 20:00,何魂,35.1047,129.032,0
08-03 21:00,何魂,35.1047,129.032,0
08-03 22:00,何魂,35.1047,129.032,0
08-03 23:00,何魂,35.1047,129.032,0
08-04 00:00,何魂,35.1047,129.032,0
08-04 01:00,何魂,35.1047,129.032,0
08-04 02:00,何魂,35.1047,129.032,0
08-04 03:00,何魂,35.1047,129.032,0
08-04 04:00,何魂,35.1047,129.032,0
08-04 05:00,何魂,35.1047,129.032,0
08-04 06:00,何魂,35.1047,129.032,339441
08-04 07:00,何魂,35.1047,129.032,1311528
08-04 08:00,何魂,35.1047,129.032,2250492
08-04 09:00,何魂,35.1047,129.032,3092344
08-04 10:00,何魂,35.1047,129.032,3779713
08-04 11:00,何魂,35.1047,129.032,4265756
08-04 12:00,何魂,35.1047,129.032,4517351
08-04 13:00,何魂,35.1047,129.032,4517351
08-04 14:00,何魂,35.1047,129.032,4265756
08-04 15:00,何魂,35.1047,129.032,3779713
08-04 16:00,何魂,35.1047,129.032,3092344
08-04 17:00,何魂,35.1047,129.032,2250492
08-04 18:00,何魂,35.1047,129.032,1311528
08-04 19:00,何魂,35.1047,129.032,339441
08-04 20:00,何魂,35.1047,129.032,0
08-04 21:00,何魂,35.1047,129.032,0
08-04 22:00,何魂,35.1047,129.032,0
08-04 23:00,何魂,35.1047,129.032,0
08-05 00:00,何魂,35.1047,129.032,0
08-05 01:00,何魂,35.1047,129.032,0
08-05 02:00,何魂,35.1047,129.032,0
08-05 03:00,何魂,35.1047,129.032,0
08-05 04:00,何魂,35.1047,129.032,0
08-05 05:00,何魂,35.1047,129.032,0
08-05 06:00,何魂,35.1047,129.032,326690
